Case_ID,Case Name,Bio,Env,Cog,Id,Sym,C,Φ,Q=C×Φ,Mode,Ω,Integration Type,I,Load,Tension,κ,Outcome,Out(t₀),Out(late),Template_Deficit,FR Risk,Rescue,Walls,Q_calc,Load_calc,Tension_calc,FR_rule,Rescue_rule,Q_ge_12_rule,Q_le_6_rule,Phi_eq_4_rule,Low_C_low_Phi_rule,PR_rule_candidate,Is_FR_t0,Is_FR_late,Is_CR_t0,Is_PR_t0,Is_Clean_CR_PR,Ext,Q_predicted,Tension_predicted,kappa_predicted,Regime_Predicted,Regime_Predicted_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated,Regime_Actual_Normalized,Regime_Predicted_Normalized,Match_Default,Regime_Predicted_TwoLaws_Strict_Normalized,Match_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated_Normalized,Match_TwoLaws_Calibrated,Match,FED_Substrate_Viable,Reboot_Quality,Q_rho,SC_closure,SC_portability,CID,ECC,ID,CAC,Frag_pre,SC_x_CID,SC_x_CAC,z,CL,AV,DD,Noise_pre_raw,Clarity_post_ordinal,Clarity_post_binary,ΔG,Gate_Effect
159,Martin Luther,2,3,4,4,3,4,4,16,T,G,Growth/Global,4,16,12,1.0,MR,MR,MR,0,0,0,1,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9379168975464782,0.8500000000000001,0.72,1.0,0.4,0.8799999999999999,0.25,0.0125,0.8500000000000001,0.53125,0.9050625,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
160,Martin Luther King Jr.,2,2,3,4,3,4,4,16,A,J,Journey/Transmission,4,14,10,1.0,MR,MR,MR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9316577591399914,0.8055555555555556,0.6475,1.0,0.4,0.865,0.25,0.0125,0.8055555555555556,0.5034722222222222,0.8708125,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
161,Mary Baker Eddy,4,2,3,4,4,3,3,9,V,J,Journey/Transmission,4,17,14,0.56,MR,MR,MR,0,0,0,2,9,17,14,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9,8,1.888888888888889,MR,SR,MR,MR,MR,True,SR,False,MR,True,True,1,1,0.8839546322319698,0.711764705882353,0.8575,0.5294117647058824,0.3,0.97,0.07500000000000001,0.025,0.3768166089965398,0.3825735294117647,0.6768081747404845,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
162,Mary Magdalene,1,2,2,4,4,3,3,9,V,B,Biological/Individual,4,13,10,0.56,SR,SR,SR,0,0,0,2,9,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,4,1.444444444444444,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.8868640693633013,0.7769230769230769,0.5675,0.6923076923076923,0.3,0.9099999999999999,0.07500000000000001,0.025,0.5378698224852071,0.41759615384615384,0.6863672337278106,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
163,Mary McLeod Bethune,1,3,3,4,3,4,4,16,T,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9331233486126896,0.8055555555555556,0.72,1.0,0.4,0.8199999999999998,0.25,0.0125,0.8055555555555556,0.5034722222222222,0.8785624999999999,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
164,Mary Shelley,1,2,4,3,4,4,4,16,D,J,Journey/Transmission,4,14,10,1.0,PR,PR,PR,0,0,0,2,16,14,10,0,0,1,0,1,0,1,0,0,0,1,1,,16,-2,0.875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9413098250079087,0.8555555555555555,0.7275,1.0,0.3,0.8949999999999999,0.4,0.025,0.8555555555555555,0.5988888888888888,0.9249999999999999,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
165,Max Planck,1,1,4,2,3,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9376966158149217,0.7547619047619049,0.78,1.0,0.4,0.8350000000000001,0.4,0.0125,0.7547619047619049,0.5283333333333333,0.9038035714285715,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
166,Maximilien Robespierre,1,3,3,4,3,2,2,4,A,C,Chaos/Fragmentation,4,14,12,0.25,FR,FR,FR,1,1,0,2,4,14,12,1,0,0,1,0,1,0,1,1,0,0,0,,4,10,3.5,FR,FR,FR,FR,FR,True,FR,True,FR,True,True,0,0,0.4926618789666358,0.6142857142857143,0.35,0.2857142857142857,0.0,0.8049999999999999,-0.8833333333333333,0.9083333333333334,0.17551020408163265,0.03583333333333334,-0.009784863945578287,2.0,1.0,2.0,5.0,0,0.0,-2.8836197599296063,Deteriorated
167,Mechthild of Magdeburg,2,3,2,4,4,3,3,9,V,J,Journey/Transmission,4,15,12,0.56,SR,SR,SR,0,0,0,2,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.8847689709736145,0.74,0.7075,0.6,0.3,0.97,0.07500000000000001,0.025,0.444,0.39775,0.6794625,0.0,0.0,0.0,0.0,3,0.0,4.686152822106315,Clarified
168,Meister Eckhart,1,2,4,4,4,4,4,16,N,G,Growth/Global,4,15,11,1.0,CR,CR,CR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,1,0,1,,16,-1,0.9375,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,1,1,0.9360657723914058,0.8764705882352941,0.74,1.0,0.3,0.835,0.25,0.025,0.8764705882352941,0.5477941176470589,0.894610294117647,3.0,0.0,0.0,3.0,3,1.0,1.9442892728847625,Clarified
169,Michael Faraday,1,1,4,2,3,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9376966158149217,0.7547619047619049,0.78,1.0,0.4,0.8350000000000001,0.4,0.0125,0.7547619047619049,0.5283333333333333,0.9038035714285715,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
170,Miguel de Molinos,1,4,2,4,4,3,3,9,V,L,Loss/Limitation,4,15,12,0.56,SR,SR,SR,0,0,0,1,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.8762804361733502,0.6900000000000001,0.6025,0.6,0.4,0.9099999999999999,0.07500000000000001,0.0125,0.41400000000000003,0.370875,0.65255625,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
171,Moses,1,3,2,4,4,4,4,16,A,J,Journey/Transmission,4,14,10,1.0,MR,MR,MR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9302233310454371,0.8555555555555555,0.6475,1.0,0.3,0.8049999999999999,0.25,0.025,0.8555555555555555,0.5347222222222222,0.863375,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
172,Mother Teresa,2,3,2,4,4,3,4,12,V,G,Growth/Global,4,15,12,0.75,MR,MR,MR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9222119674021828,0.7700000000000001,0.76,0.8,0.4,0.97,0.25,0.0125,0.6160000000000001,0.48125000000000007,0.8242625,0.0,0.0,0.0,0.0,1,0.0,2.6861528221063153,Clarified
173,Mozart,1,1,4,2,4,4,4,16,D,B,Biological/Individual,4,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9317841978872773,0.7700000000000001,0.5875,1.0,0.4,0.8350000000000001,0.4,0.0125,0.7700000000000001,0.539,0.871475,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
174,Muhammad,1,2,2,4,4,4,4,16,A,J,Journey/Transmission,4,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9284640962076739,0.786842105263158,0.6475,1.0,0.4,0.8049999999999999,0.25,0.0125,0.786842105263158,0.4917763157894738,0.8544440789473684,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
175,Muhammad Ali,2,3,2,4,3,4,4,16,T,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9347886849038387,0.8055555555555556,0.72,1.0,0.4,0.8799999999999999,0.25,0.0125,0.8055555555555556,0.5034722222222222,0.8875624999999999,0.0,0.0,0.0,0.0,1,0.0,2.6861528221063153,Clarified
176,Nat Turner,1,4,2,4,3,2,1,2,V,C,Chaos/Fragmentation,4,14,12,0.12,FR,FR,FR,1,1,0,2,2,14,12,1,0,0,1,0,1,0,1,1,0,0,0,,2,12,7.0,FR,FR,FR,FR,FR,True,FR,True,FR,True,True,0,0,0.4694389723232676,0.5571428571428572,0.41000000000000003,0.14285714285714285,0.0,0.9099999999999999,-0.9083333333333333,0.9083333333333334,0.07959183673469387,0.02553571428571429,-0.040798894557823095,1.0,1.0,2.0,4.0,0,0.0,-1.969665243522422,Deteriorated
177,Naval Ravikant,1,1,4,3,3,3,4,12,N,G,Growth/Global,3,12,9,0.75,PR,PR,PR,0,0,0,2,12,12,9,0,0,1,0,1,0,1,0,0,0,1,1,,12,0,1.0,PR,MR,PR,PR,PR,True,MR,False,PR,True,True,1,1,0.9376872259570541,0.9,0.6775,1.0,0.3,0.7,0.4,0.025,0.9,0.63,0.90375,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
178,NDE Survivors,4,1,1,4,4,3,3,9,X,J,Journey/Transmission,4,14,11,0.56,CR,CR,CR,0,0,0,2,9,14,11,0,0,0,0,0,0,0,0,0,1,0,1,,9,5,1.555555555555556,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,1,1,0.8891937416393123,0.7571428571428571,0.7475,0.6428571428571429,0.3,0.8800000000000001,0.07500000000000001,0.025,0.48673469387755103,0.40696428571428567,0.6941772959183674,3.0,0.0,0.0,3.0,3,1.0,1.9442892728847625,Clarified
179,Nelson Mandela,2,4,3,4,2,4,4,16,N,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9376627324653157,0.8764705882352941,0.74,1.0,0.3,0.895,0.25,0.025,0.8764705882352941,0.5477941176470589,0.903610294117647,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
180,Niccolò Machiavelli,2,4,4,3,2,4,4,16,T,G,Growth/Global,4,15,11,1.0,PR,PR,PR,0,0,0,2,16,15,11,0,0,1,0,1,0,1,0,0,0,1,1,,16,-1,0.9375,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9420873285608274,0.8764705882352941,0.72,1.0,0.3,0.8799999999999999,0.4,0.025,0.8764705882352941,0.6135294117647059,0.9297205882352941,2.0,0.0,0.0,2.0,2,1.0,1.8582437892919468,Clarified
181,Niels Bohr,1,1,4,2,3,4,4,16,N,G,Growth/Global,3,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.930160715326985,0.7547619047619049,0.6775,1.0,0.4,0.7,0.4,0.0125,0.7547619047619049,0.5283333333333333,0.8630535714285714,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
182,Nikola Tesla,2,1,4,3,4,4,3,12,V,L,Loss/Limitation,4,14,10,0.75,PR,PR,PR,0,0,0,2,12,14,10,0,0,1,0,0,0,1,0,0,0,1,1,,12,2,1.166666666666667,PR,MR,PR,PR,PR,True,MR,False,PR,True,True,1,1,0.9253506668102245,0.8428571428571429,0.6025,0.8571428571428571,0.3,0.9099999999999999,0.375,0.025,0.7224489795918367,0.5794642857142858,0.8391237244897959,2.0,0.0,0.0,2.0,2,1.0,1.8582437892919468,Clarified
183,Noam Chomsky,1,1,4,2,2,4,4,16,D,G,Growth/Global,4,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.936706036623394,0.740909090909091,0.78,1.0,0.4,0.8350000000000001,0.4,0.0125,0.740909090909091,0.5186363636363637,0.8981931818181818,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
184,Norbert Wiener,1,2,4,2,2,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.939255483868123,0.7547619047619049,0.78,1.0,0.4,0.8949999999999999,0.4,0.0125,0.7547619047619049,0.5283333333333333,0.9128035714285714,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
185,Oprah Winfrey,2,2,3,4,3,4,4,16,N,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9362029303581865,0.8555555555555555,0.74,1.0,0.3,0.895,0.25,0.025,0.8555555555555555,0.5347222222222222,0.895375,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
186,Oscar Wilde,2,4,4,4,3,3,4,12,T,L,Loss/Limitation,4,17,14,0.75,SR,SR,SR,0,0,0,2,12,17,14,0,0,1,0,1,0,0,0,0,0,0,0,,12,5,1.416666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.8976949743267897,0.7823529411764706,0.5625,0.7058823529411765,0.3,0.8799999999999999,0.25,0.025,0.5522491349480969,0.4889705882352941,0.7239571799307958,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
187,Pablo Picasso,1,2,4,3,4,4,4,16,D,G,Growth/Global,4,14,10,1.0,SR,SR,SR,0,0,0,1,16,14,10,0,0,1,0,1,0,1,0,0,0,0,0,,16,-2,0.875,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,1,1,0.9426825784917164,0.8055555555555556,0.78,1.0,0.4,0.8949999999999999,0.4,0.0125,0.8055555555555556,0.5638888888888889,0.9333750000000001,3.0,0.0,0.0,3.0,3,0.0,1.9442892728847625,Clarified
188,Padre Pio,4,2,1,4,4,3,3,9,S,J,Journey/Transmission,4,15,12,0.56,SR,SR,SR,0,0,0,1,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.876929447165602,0.6900000000000001,0.6575,0.6,0.4,0.8499999999999999,0.07500000000000001,0.0125,0.41400000000000003,0.370875,0.65455625,3.0,0.0,0.0,3.0,3,0.0,1.9442892728847625,Clarified
189,Paramahansa Yogananda,1,2,2,4,4,4,4,16,N,G,Growth/Global,4,13,9,1.0,CR,CR,CR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,1,0,1,,16,-3,0.8125,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,1,1,0.9329136616880478,0.786842105263158,0.74,1.0,0.4,0.835,0.25,0.0125,0.786842105263158,0.4917763157894738,0.8774440789473684,1.0,0.0,0.0,1.0,3,1.0,3.7721983056991313,Clarified
190,Philip K. Dick,2,2,4,4,4,3,2,6,V,L,Loss/Limitation,4,16,13,0.38,SR,SR,SR,0,0,0,3,6,16,13,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6,10,2.666666666666667,SR,FR,SR,SR,SR,True,FR,False,SR,True,True,1,1,0.807931469202396,0.7000000000000001,0.6025,0.375,0.19999999999999996,0.97,-0.09999999999999999,0.1875,0.2625,0.31500000000000006,0.47887499999999994,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
191,Phineas Gage,4,1,2,4,1,1,1,1,S,C,Chaos/Fragmentation,4,12,11,0.06,FR,FR,FR,1,1,0,1,1,12,11,1,0,0,1,0,1,0,1,1,0,0,0,,1,11,12.0,FR,FR,FR,FR,FR,True,FR,True,FR,True,True,0,0,0.441521456104648,0.48333333333333334,0.36,0.08333333333333333,0.10000000000000003,0.79,-0.9083333333333333,0.8958333333333334,0.04027777777777777,0.022152777777777778,-0.07832986111111107,2.0,1.0,2.0,5.0,0,0.0,-2.8836197599296063,Deteriorated
192,Plato,1,2,4,4,4,4,4,16,T,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9349344308836616,0.8764705882352941,0.72,1.0,0.3,0.8199999999999998,0.25,0.025,0.8764705882352941,0.5477941176470589,0.8883602941176469,3.0,0.0,0.0,3.0,1,0.0,-0.0557107271152375,Steady
193,Primo Levi,3,4,4,4,2,3,4,12,T,J,Journey/Transmission,4,17,14,0.75,MR,MR,MR,0,0,0,3,12,17,14,0,0,1,0,1,0,0,0,0,0,0,0,,12,5,1.416666666666667,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9029758165411386,0.8323529411764706,0.6675,0.7058823529411765,0.19999999999999996,0.8799999999999999,0.25,0.037500000000000006,0.5875432525951558,0.5202205882352942,0.7435785034602075,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
194,Pythagoras,1,3,4,3,4,4,4,16,N,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,2,16,15,11,0,0,1,0,1,0,1,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.941635573422651,0.8764705882352941,0.74,1.0,0.3,0.835,0.4,0.025,0.8764705882352941,0.6135294117647059,0.9269705882352941,3.0,0.0,0.0,3.0,1,0.0,-0.0557107271152375,Steady
195,Rachel Carson,2,2,4,3,2,4,4,16,D,G,Growth/Global,4,13,9,1.0,PR,PR,PR,0,0,0,2,16,13,9,0,0,1,0,1,0,1,0,0,0,1,1,,16,-3,0.8125,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9432546812575314,0.8368421052631579,0.78,1.0,0.3,0.955,0.4,0.025,0.8368421052631579,0.5857894736842105,0.936921052631579,2.0,0.0,0.0,2.0,2,1.0,1.8582437892919468,Clarified
196,Ram Dass,1,2,3,4,4,3,4,12,H,G,Growth/Global,4,14,11,0.75,CR,CR,CR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,1,0,1,,12,2,1.166666666666667,CR,MR,CR,CR,CR,True,MR,False,CR,True,True,1,1,0.9199386693961866,0.7928571428571429,0.7,0.8571428571428571,0.4,0.7899999999999999,0.25,0.0125,0.6795918367346939,0.4955357142857143,0.8138380102040815,2.0,0.0,0.0,2.0,3,1.0,2.858243789291947,Clarified
197,Ramakrishna,4,1,2,4,4,3,4,12,V,J,Journey/Transmission,4,15,12,0.75,CR,CR,CR,0,0,0,2,12,15,12,0,0,1,0,1,0,0,0,0,1,0,1,,12,3,1.25,CR,MR,CR,CR,CR,True,MR,False,CR,True,True,1,1,0.9178113761194123,0.8200000000000001,0.7075,0.8,0.3,0.9099999999999999,0.25,0.025,0.6560000000000001,0.5125000000000001,0.8043250000000001,2.0,0.0,0.0,2.0,3,1.0,2.858243789291947,Clarified
198,Ramanujan,1,1,4,2,4,4,4,16,D,B,Biological/Individual,4,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9317841978872773,0.7700000000000001,0.5875,1.0,0.4,0.8350000000000001,0.4,0.0125,0.7700000000000001,0.539,0.871475,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
199,René Descartes,1,1,4,3,3,4,4,16,D,B,Biological/Individual,4,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9317841978872773,0.7700000000000001,0.5875,1.0,0.4,0.8350000000000001,0.4,0.0125,0.7700000000000001,0.539,0.871475,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
200,Richard Byrd,2,4,2,3,3,3,4,12,N,L,Loss/Limitation,3,14,11,0.75,MR,MR,MR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9126965939885949,0.7928571428571429,0.52,0.8571428571428571,0.4,0.8200000000000001,0.25,0.0125,0.6795918367346939,0.4955357142857143,0.7823380102040817,0.0,0.0,0.0,0.0,1,0.0,2.6861528221063153,Clarified
201,Richard Lovelace,1,4,3,3,4,3,3,9,V,L,Loss/Limitation,3,15,12,0.56,SR,SR,SR,0,0,0,1,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.8683466592123439,0.6900000000000001,0.54,0.6,0.4,0.835,0.07500000000000001,0.0125,0.41400000000000003,0.370875,0.62880625,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
202,Robert Schumann,4,2,3,4,4,2,2,4,S,C,Chaos/Fragmentation,3,17,15,0.25,SR,SR,SR,0,0,1,1,4,17,15,0,1,0,1,0,1,0,0,0,0,0,0,,4,13,4.25,SR,FR,SR,SR,SR,True,FR,False,SR,True,True,1,1,0.8191184734243,0.5441176470588236,0.2975,0.23529411764705882,1.0,0.835,0.25000000000000006,0.1875,0.12802768166089967,0.3400735294117647,0.5034621539792387,1.0,1.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
203,Robert Stroud,1,4,3,3,2,3,4,12,N,L,Loss/Limitation,3,13,10,0.75,PR,PR,PR,0,0,0,1,12,13,10,0,0,1,0,1,0,0,0,0,0,1,1,,12,1,1.083333333333333,PR,MR,PR,PR,PR,True,MR,False,PR,True,True,1,1,0.9184054769664185,0.8192307692307693,0.52,0.9230769230769231,0.4,0.76,0.25,0.0125,0.7562130177514794,0.5120192307692308,0.8069589497041422,2.0,0.0,0.0,2.0,2,1.0,1.8582437892919468,Clarified
204,Rosa Parks,1,2,2,4,3,4,4,16,A,J,Journey/Transmission,4,12,8,1.0,MR,MR,MR,0,0,0,1,16,12,8,0,0,1,0,1,0,0,0,0,0,0,0,,16,-4,0.75,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9271314010882589,0.7700000000000001,0.6475,1.0,0.4,0.8049999999999999,0.25,0.0125,0.7700000000000001,0.48125000000000007,0.8478125,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
205,Rosalind Franklin,1,2,4,2,2,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.939255483868123,0.7547619047619049,0.78,1.0,0.4,0.8949999999999999,0.4,0.0125,0.7547619047619049,0.5283333333333333,0.9128035714285714,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
206,Rumi,1,2,2,4,4,4,4,16,H,B,Biological/Individual,4,13,9,1.0,CR,CR,CR,0,0,0,2,16,13,9,0,0,1,0,1,0,0,0,0,1,0,1,,16,-3,0.8125,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,1,1,0.9225329019799294,0.8368421052631579,0.5075,1.0,0.3,0.7899999999999999,0.25,0.025,0.8368421052631579,0.5230263157894737,0.8257565789473684,1.0,0.0,0.0,1.0,3,1.0,3.7721983056991313,Clarified
207,Sarah Bernhardt,4,2,2,3,3,3,4,12,S,L,Loss/Limitation,4,14,11,0.75,SR,SR,SR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.9173605970593325,0.7928571428571429,0.5525,0.8571428571428571,0.4,0.9099999999999999,0.25,0.0125,0.6795918367346939,0.4955357142857143,0.8023380102040817,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
208,Shams Tabrizi,1,2,2,4,4,4,4,16,H,J,Journey/Transmission,4,13,9,1.0,CR,CR,CR,0,0,0,2,16,13,9,0,0,1,0,1,0,0,0,0,1,0,1,,16,-3,0.8125,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,1,1,0.9283269868978807,0.8368421052631579,0.6475,1.0,0.3,0.7899999999999999,0.25,0.025,0.8368421052631579,0.5230263157894737,0.8537565789473684,1.0,0.0,0.0,1.0,3,1.0,3.7721983056991313,Clarified
209,Sheikh Ahmed Bamba,1,4,2,4,4,3,4,12,V,J,Journey/Transmission,4,15,12,0.75,MR,MR,MR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9179103285128034,0.7700000000000001,0.7075,0.8,0.4,0.9099999999999999,0.25,0.0125,0.6160000000000001,0.48125000000000007,0.8047624999999999,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
210,Shoko Asahara,3,2,2,4,2,1,1,1,V,C,Chaos/Fragmentation,4,13,12,0.06,FR,FR,FR,1,1,0,2,1,13,12,1,0,0,1,0,1,0,1,1,0,0,0,,1,12,13.0,FR,FR,FR,FR,FR,True,FR,True,FR,True,True,0,0,0.45842838437955485,0.5307692307692308,0.41000000000000003,0.07692307692307693,0.0,0.97,-0.9083333333333333,0.9083333333333334,0.04082840236686391,0.02432692307692308,-0.05555707593688358,1.0,1.0,2.0,4.0,0,0.0,-1.969665243522422,Deteriorated
211,Simone de Beauvoir,1,2,4,4,2,4,4,16,T,G,Growth/Global,4,13,9,1.0,MR,MR,MR,0,0,0,2,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9320281732898704,0.8368421052631579,0.72,1.0,0.3,0.8199999999999998,0.25,0.025,0.8368421052631579,0.5230263157894737,0.8727565789473684,3.0,0.0,0.0,3.0,1,0.0,-0.0557107271152375,Steady
