Case_ID,Case Name,Bio,Env,Cog,Id,Sym,C,Φ,Q=C×Φ,Mode,Ω,Integration Type,I,Load,Tension,κ,Outcome,Out(t₀),Out(late),Template_Deficit,FR Risk,Rescue,Walls,Q_calc,Load_calc,Tension_calc,FR_rule,Rescue_rule,Q_ge_12_rule,Q_le_6_rule,Phi_eq_4_rule,Low_C_low_Phi_rule,PR_rule_candidate,Is_FR_t0,Is_FR_late,Is_CR_t0,Is_PR_t0,Is_Clean_CR_PR,Ext,Q_predicted,Tension_predicted,kappa_predicted,Regime_Predicted,Regime_Predicted_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated,Regime_Actual_Normalized,Regime_Predicted_Normalized,Match_Default,Regime_Predicted_TwoLaws_Strict_Normalized,Match_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated_Normalized,Match_TwoLaws_Calibrated,Match,Domain,Reboot_Quality,Q_rho,SC,CID,ECC,ID,CAC,Frag,z
217,St. Augustine,1,2,3,4,3,3,4,12,T,B,Biological/Individual,4,13,10,0.75,MR,MR,MR,0,0,0,2,12,13,10,0,0,1,0,1,0,0,0,0,0,0,0,,12,1,1.083333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.8098800203913294,0.4,0.9230769230769231,0.8,0.95,0.7,0.1,0.7246153846153847
218,St. John of the Cross,3,4,2,4,4,3,4,12,V,L,Loss/Limitation,4,17,14,0.75,SR,SR,SR,0,0,0,3,12,17,14,0,0,1,0,1,0,0,0,0,0,0,0,,12,5,1.416666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.7895729082528943,0.4,0.7058823529411765,0.7,0.95,0.7,0.1,0.6611764705882354
219,St. Paul,4,2,2,4,3,3,3,9,A,J,Journey/Transmission,4,15,12,0.56,MR,MR,MR,0,0,0,3,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,,9,6,1.666666666666667,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.789181706522253,0.4,0.6,0.8,0.95,0.7,0.1,0.66
220,Steve Jobs,2,2,4,4,3,4,3,12,N,B,Biological/Individual,4,15,11,0.75,PR,PR,PR,0,0,0,2,12,15,11,0,0,1,0,0,0,0,0,0,0,1,1,,12,3,1.25,PR,MR,PR,PR,PR,True,MR,False,PR,True,True,atlas,1,0.7271082163411295,0.6,0.8,0.6,0.95,0.1,0.4,0.4900000000000001
221,Sun Tzu,1,2,4,3,2,4,4,16,N,G,Growth/Global,3,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
222,Susan B. Anthony,1,2,3,4,2,4,4,16,T,G,Growth/Global,4,12,8,1.0,MR,MR,MR,0,0,0,1,16,12,8,0,0,1,0,1,0,0,0,0,0,0,0,,16,-4,0.75,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
223,T.S. Eliot,2,2,4,4,3,3,4,12,T,L,Loss/Limitation,4,15,12,0.75,SR,SR,SR,0,0,0,2,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.8021838885585818,0.4,0.8,0.8,0.95,0.7,0.1,0.7000000000000001
224,Tecumseh,1,4,2,4,3,3,3,9,V,J,Journey/Transmission,4,14,11,0.56,MR,MR,MR,0,0,0,1,9,14,11,0,0,0,0,0,0,0,0,0,0,0,0,,9,5,1.555555555555556,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.792019692682582,0.4,0.6428571428571429,0.8,0.95,0.7,0.1,0.6685714285714287
225,Temple Grandin,4,2,3,3,2,4,4,16,S,L,Loss/Limitation,4,14,10,1.0,PR,PR,PR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,1,1,,16,-2,0.875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
226,Teresa of Ávila,2,2,2,4,4,3,4,12,S,L,Loss/Limitation,4,14,11,0.75,SR,SR,SR,0,0,0,3,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.8057859355516407,0.4,0.8571428571428571,0.8,0.95,0.7,0.1,0.7114285714285714
227,The Beatles,1,2,4,3,4,4,4,16,D,G,Growth/Global,4,14,10,1.0,SR,SR,SR,0,0,0,1,16,14,10,0,0,1,0,1,0,1,0,0,0,0,0,,16,-2,0.875,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
228,Thea Bowman,4,2,2,4,4,3,4,12,S,J,Journey/Transmission,4,16,13,0.75,MR,MR,MR,0,0,0,1,12,16,13,0,0,1,0,1,0,0,0,0,0,0,0,,12,4,1.333333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.7989910002494707,0.4,0.75,0.8,0.95,0.7,0.1,0.6900000000000001
229,Therese Neumann,4,2,1,4,4,2,3,6,S,J,Journey/Transmission,4,15,13,0.38,SR,SR,SR,0,0,0,1,6,15,13,0,0,0,1,0,0,0,0,0,0,0,0,,6,9,2.5,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.7755640142690734,0.4,0.4,0.8,0.95,0.7,0.1,0.62
230,Thomas Edison,3,1,4,2,2,4,4,16,D,G,Growth/Global,4,12,8,1.0,PR,PR,PR,0,0,0,2,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
231,Thomas Kuhn,1,1,4,2,2,4,4,16,D,G,Growth/Global,4,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
232,Thomas Merton,1,3,3,4,3,4,4,16,N,G,Growth/Global,3,14,10,1.0,CR,CR,CR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,1,0,1,,16,-2,0.875,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,atlas,1,0.6637386974043528,0.6,1.0,0.5,0.95,-0.3,0.7,0.3400000000000001
233,Viktor Frankl,2,4,3,4,2,4,4,16,N,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
234,Viktor Schauberger,1,2,4,2,3,3,3,9,V,B,Biological/Individual,3,12,9,0.56,PR,PR,PR,0,0,0,1,9,12,9,0,0,0,0,0,0,1,0,0,0,1,1,,9,3,1.333333333333333,PR,PR,PR,PR,PR,True,PR,True,PR,True,True,atlas,1,0.7231218051243898,0.6,0.75,0.6,0.95,0.1,0.4,0.4800000000000001
235,Václav Havel,2,4,3,4,3,4,4,16,T,G,Growth/Global,4,16,12,1.0,MR,MR,MR,0,0,0,2,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
236,W.E.B. Du Bois,1,2,4,4,2,4,4,16,T,G,Growth/Global,4,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
237,Walt Whitman,2,2,3,4,4,4,4,16,N,G,Growth/Global,4,15,11,1.0,SR,SR,SR,0,0,0,3,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
238,Werner Heisenberg,1,2,4,2,3,4,4,16,N,B,Biological/Individual,3,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
239,Wilhelm Röntgen,1,1,4,2,2,4,4,16,D,G,Growth/Global,4,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
240,William Blake,2,1,3,3,4,3,3,9,V,L,Loss/Limitation,4,13,10,0.56,SR,SR,SR,0,0,0,2,9,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,4,1.444444444444444,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.7952591619892629,0.4,0.6923076923076923,0.8,0.95,0.7,0.1,0.6784615384615386
241,William Wilberforce,1,2,3,4,3,4,4,16,T,G,Growth/Global,4,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
242,Winston Churchill,2,3,3,4,3,4,4,16,T,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,1,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
243,Yayoi Kusama,4,2,3,4,4,3,2,6,V,L,Loss/Limitation,4,17,14,0.38,SR,SR,SR,0,0,0,1,6,17,14,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6,11,2.833333333333333,SR,FR,SR,SR,SR,True,FR,False,SR,True,True,atlas,1,0.7651592703672194,0.4,0.35294117647058826,0.7,0.95,0.7,0.1,0.5905882352941176
244,Zora Neale Hurston,1,2,3,4,4,3,4,12,N,L,Loss/Limitation,4,14,11,0.75,SR,SR,SR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.8057859355516407,0.4,0.8571428571428571,0.8,0.95,0.7,0.1,0.7114285714285714
245,Zoroaster,1,2,2,4,4,3,4,12,V,B,Biological/Individual,4,13,10,0.75,MR,MR,MR,0,0,0,2,12,13,10,0,0,1,0,1,0,0,0,0,0,0,0,,12,1,1.083333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.8098800203913294,0.4,0.9230769230769231,0.8,0.95,0.7,0.1,0.7246153846153847
